age,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,tenurecategory,performancescore,workloadindicator,department_Human Resources,department_Research & Development,department_Sales,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,Target
29,2,153,15,2,1,15,4,0,49,2,2,3,2,8.341171747170762,12682,0,1,12,3,4,0,10,3,3,2.1972245773362196,1.6094379124341003,-13.815510557964274,2.0794415416798357,0,2.7,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,670,26,1,1,16,1,1,31,3,1,3,0,7.976251943745623,15170,1,0,17,3,4,1,5,1,2,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.0986122886681098,1,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,2,1346,19,2,3,18,2,1,93,3,1,4,0,7.886457270977689,8758,0,0,11,3,3,1,3,2,3,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,2,3.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,2,103,24,3,1,19,3,1,50,2,1,3,2,7.614805364711073,12947,5,1,14,3,2,0,6,4,3,1.3862943611198906,0.6931471805599453,-13.815510557964274,1.0986122886681098,1,2.7,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,2,334,5,2,1,21,1,1,80,4,1,2,0,8.101071503119543,15053,0,1,12,3,4,2,7,5,2,1.791759469228055,0.6931471805599453,-13.815510557964274,1.6094379124341003,1,2.9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22,0,1123,16,2,3,22,4,1,96,4,1,4,0,7.984462732262196,7324,1,1,13,3,2,2,1,2,2,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.7,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,2,1219,2,4,1,23,1,0,78,2,4,4,1,9.64387450001194,22021,2,0,16,3,3,0,31,3,3,3.2188758248682006,2.0794415416798357,1.0986122886681098,1.9459101490553132,0,3.1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
38,2,371,2,3,1,24,4,1,45,3,1,4,2,8.279950715722526,4306,5,1,11,3,3,0,6,3,3,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1,3.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
24,0,673,11,2,4,26,1,0,96,4,2,3,0,8.296795865770052,8232,0,0,18,3,4,1,5,5,2,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1,3.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36,2,1218,9,4,1,27,3,1,82,2,1,1,2,8.133587417660966,6986,7,0,23,4,2,0,10,4,3,1.6094379124341003,1.0986122886681098,-13.815510557964274,1.0986122886681098,1,2.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,2,419,7,4,1,28,1,0,53,3,3,2,2,9.392161803728454,21293,0,0,11,3,3,0,13,4,3,2.4849066497880004,1.791759469228055,0.6931471805599453,2.3978952727983707,0,2.5999999999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
21,2,391,15,2,1,30,3,1,96,3,1,4,2,7.116394144093465,19281,1,0,14,3,4,0,0,6,3,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,2,699,6,1,3,31,2,1,83,3,1,1,2,7.992944547318106,17102,2,0,11,3,3,0,8,2,3,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
53,2,1282,5,3,4,32,3,0,58,3,5,3,0,9.857129428557979,10735,4,0,11,3,4,1,26,3,2,2.6390573296152584,2.5649493574615367,1.3862943611198906,2.0794415416798357,0,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,1,1125,16,1,1,33,2,0,72,1,1,1,2,8.273591798199632,4681,1,1,22,4,2,0,10,5,3,2.302585092994046,0.6931471805599453,1.791759469228055,1.9459101490553132,0,1.9000000000000001,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
42,2,691,8,4,2,35,3,1,48,3,2,2,1,8.82834762005316,21173,0,0,11,3,4,1,10,2,3,2.1972245773362196,1.9459101490553132,1.3862943611198906,0.6931471805599453,0,2.5999999999999996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44,2,477,7,4,3,36,1,0,42,2,3,4,1,9.234837843576571,2094,3,0,14,3,4,1,24,4,3,3.091042453358316,1.791759469228055,1.6094379124341003,2.833213344056216,0,3.1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,2,705,2,4,2,38,2,0,83,3,5,1,2,9.849400886632361,22822,3,0,12,3,4,0,22,2,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,2,924,2,3,3,39,3,1,78,3,1,4,2,7.822444729489319,6670,4,0,11,3,4,0,7,3,3,0.0,0.0,-13.815510557964274,-2.3025850929940455,2,3.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,2,1459,10,4,4,40,4,1,41,3,2,4,1,8.774158291205957,19121,2,1,13,3,4,0,9,5,4,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1,3.4,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,2,125,9,2,3,41,4,1,83,2,1,3,2,7.698936199813447,16117,1,0,13,3,1,0,10,5,3,2.302585092994046,-2.3025850929940455,0.0,2.0794415416798357,0,2.7,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,2,895,5,3,5,42,4,1,56,3,2,4,1,7.643003635560718,3335,3,0,14,3,3,1,19,6,4,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24,2,813,1,3,3,45,2,1,61,3,1,4,1,7.737616282857904,3020,2,1,16,3,1,1,6,2,2,0.6931471805599453,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,2,3.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
43,2,1273,2,2,3,46,4,0,72,4,1,3,0,7.8804263442924,21923,1,0,12,3,4,2,6,3,2,1.6094379124341003,1.0986122886681098,0.0,1.3862943611198906,1,3.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50,2,869,3,2,2,47,1,1,86,2,1,3,1,7.894690850425624,3810,1,1,14,3,3,0,3,2,3,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,2.7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35,2,890,2,3,2,49,4,0,97,3,1,4,1,7.607878073278507,9687,1,0,13,3,1,0,2,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,2,852,5,4,1,51,2,0,82,2,1,1,1,8.137103389639302,13072,9,1,14,3,4,1,6,3,4,0.0,0.0,-13.815510557964274,-2.3025850929940455,2,1.9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33,1,1141,1,3,1,52,3,0,42,4,2,1,1,8.589699882202986,3193,2,0,19,3,1,2,10,3,3,1.6094379124341003,1.0986122886681098,0.0,1.0986122886681098,1,2.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,2,464,4,2,4,53,3,1,75,3,1,4,0,7.576097340623111,10910,1,0,12,3,3,1,1,3,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,2,1240,2,4,1,54,4,0,33,3,1,1,0,7.75833346749091,19715,1,0,13,3,4,1,1,6,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2,1357,25,3,1,55,1,1,48,1,1,3,2,7.737616282857904,10558,1,0,12,3,3,0,1,2,2,0.0,-2.3025850929940455,-13.815510557964274,0.0,2,2.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27,1,994,8,3,1,56,4,1,37,3,3,3,2,9.074062353683555,2975,1,0,15,3,4,0,9,0,3,2.1972245773362196,2.0794415416798357,0.0,1.9459101490553132,0,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30,1,721,1,2,3,57,3,0,58,3,2,4,2,8.296795865770052,10781,1,0,23,4,4,0,12,2,3,2.4849066497880004,2.0794415416798357,1.0986122886681098,1.9459101490553132,0,3.6999999999999997,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2,408,19,2,1,61,2,1,73,3,1,2,1,8.013674142832684,10227,4,0,21,4,1,0,8,1,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46,1,1211,5,4,2,62,1,1,98,3,2,4,2,8.660773919893762,20445,4,1,21,4,3,0,14,4,3,2.1972245773362196,1.791759469228055,-13.815510557964274,2.0794415416798357,0,3.6999999999999997,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,2,1229,8,1,1,63,4,1,36,4,1,4,1,7.727094484779841,4892,1,0,19,3,4,0,1,2,3,0.0,-2.3025850929940455,-13.815510557964274,0.0,2,3.7,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,2,626,1,2,1,64,1,1,98,2,3,3,2,8.59062950948942,19294,9,1,13,3,4,0,23,2,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.7,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28,2,1434,5,4,5,65,3,1,50,3,1,3,2,8.14351740579748,11179,1,1,13,3,3,0,2,3,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44,2,1488,1,5,2,68,2,0,75,3,2,1,0,8.604104563405533,4009,5,1,21,4,3,1,9,2,2,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,1,2.5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,0,1097,11,2,3,70,3,1,79,2,3,1,1,9.1986725671085,8302,2,1,13,3,3,1,10,3,3,1.3862943611198906,-2.3025850929940455,0.6931471805599453,1.0986122886681098,1,1.9,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2,1443,23,3,2,72,3,0,47,2,2,4,1,8.332548939252638,21436,7,1,19,3,3,1,5,2,2,0.6931471805599453,0.6931471805599453,-13.815510557964274,-2.3025850929940455,2,3.1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,1,853,18,5,1,74,2,1,71,3,3,1,1,9.112617283447568,11031,1,0,22,4,4,1,9,3,2,2.1972245773362196,2.0794415416798357,0.0,2.0794415416798357,0,2.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,2,1142,23,4,3,75,3,0,30,3,1,1,1,8.297543529356284,16002,3,1,15,3,3,1,4,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2.1999999999999997,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,655,7,4,1,76,4,1,48,3,2,4,0,8.685246776412487,9528,3,0,22,4,4,1,10,3,2,1.9459101490553132,1.9459101490553132,0.0,1.9459101490553132,1,3.6999999999999997,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2,1115,1,4,1,77,1,1,51,2,2,3,0,8.698347400458186,2689,1,0,18,3,3,1,7,2,4,1.9459101490553132,1.6094379124341003,-13.815510557964274,1.9459101490553132,1,2.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32,2,427,1,3,3,78,1,1,33,3,2,4,1,8.726156679156613,10877,1,1,22,4,2,1,9,3,3,2.1972245773362196,2.0794415416798357,1.9459101490553132,2.0794415416798357,0,3.6999999999999997,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
59,2,1435,25,3,1,81,1,0,99,3,3,1,2,8.940760134888384,2354,7,0,11,3,4,0,28,3,2,3.044522437723423,2.772588722239781,1.9459101490553132,2.1972245773362196,0,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
55,2,836,8,3,3,84,4,0,33,3,4,3,0,9.599405058716567,19730,2,1,14,3,3,3,21,2,3,1.6094379124341003,-2.3025850929940455,-13.815510557964274,0.6931471805599453,1,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,1,1195,11,3,1,85,2,1,95,2,2,2,2,8.77940359789435,22656,1,0,13,3,3,0,6,3,3,1.791759469228055,1.6094379124341003,-13.815510557964274,1.0986122886681098,1,2.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
45,2,1339,7,3,1,86,2,1,59,3,3,1,0,9.182352335436015,18787,2,0,17,3,3,1,25,2,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35,1,664,1,3,3,88,2,1,79,3,1,1,1,7.693481640835175,5868,4,0,13,3,4,1,5,2,2,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36,2,318,9,3,3,90,4,1,79,2,1,3,1,8.127995055771946,21777,0,1,17,3,1,1,2,0,2,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
59,1,1225,1,1,1,91,1,0,57,2,2,3,2,8.607582191143917,24668,7,0,11,3,4,0,20,2,2,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,1,2.7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29,2,1328,2,3,1,94,3,1,76,3,1,2,1,7.902117546276448,4956,0,0,23,4,4,1,6,3,3,1.6094379124341003,1.3862943611198906,-13.815510557964274,1.3862943611198906,1,2.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31,2,1082,1,4,3,95,3,1,87,3,1,2,2,7.824445930877619,18775,1,0,17,3,2,0,1,4,3,0.0,0.0,0.0,-2.3025850929940455,2,2.5999999999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
32,2,548,1,3,1,96,2,1,66,3,2,2,1,8.735525185733225,7346,1,0,17,3,2,2,10,3,3,2.302585092994046,1.3862943611198906,-13.815510557964274,2.1972245773362196,0,2.5999999999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36,2,132,6,3,1,97,2,0,55,4,1,4,1,8.018954683155718,22002,3,0,12,3,2,0,5,3,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.7,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,746,8,4,1,98,3,0,61,3,2,4,2,8.39479954320217,20682,1,0,23,4,4,0,11,2,3,2.3978952727983707,1.9459101490553132,0.0,2.0794415416798357,0,3.6999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35,2,776,1,4,2,100,3,1,32,2,2,1,2,8.369157112588834,23016,0,0,14,3,2,0,16,2,3,2.70805020110221,2.5649493574615367,0.6931471805599453,2.0794415416798357,0,1.9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45,2,193,6,4,4,101,4,1,52,3,3,1,1,9.49137540170617,15067,4,1,14,3,2,0,17,3,4,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
37,2,397,7,4,3,102,1,1,30,3,3,3,2,9.522519916028351,25258,4,0,13,3,1,0,16,3,4,1.6094379124341003,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46,2,945,5,2,3,103,2,1,80,3,2,2,0,8.521384396034705,10425,8,1,22,4,4,1,16,2,3,1.3862943611198906,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,2.9,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,2,852,1,1,1,104,4,1,55,2,2,4,1,8.542080906924017,15998,1,1,12,3,3,2,10,1,2,2.302585092994046,2.0794415416798357,1.0986122886681098,-2.3025850929940455,0,3.1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,2,1214,1,3,3,105,2,1,30,2,1,3,2,7.958227192322312,26278,1,0,18,3,1,0,6,3,3,1.791759469228055,1.3862943611198906,-13.815510557964274,1.3862943611198906,1,2.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
55,2,111,1,2,1,106,1,1,70,3,3,4,1,9.233959237574817,18092,3,0,14,3,4,1,24,4,3,0.0,-2.3025850929940455,0.0,-2.3025850929940455,2,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38,0,573,6,3,3,107,2,0,79,1,2,4,0,8.580918882296782,15717,7,1,12,3,4,3,17,3,3,2.5649493574615367,2.3978952727983707,0.0,2.1972245773362196,0,2.8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,2,1153,1,2,3,110,1,1,94,3,2,2,1,8.37216741936598,17736,1,0,15,3,3,0,5,2,3,1.6094379124341003,0.6931471805599453,0.0,1.0986122886681098,1,2.5999999999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
56,2,1400,7,3,1,112,4,1,49,1,3,4,2,8.890135107818843,21698,4,0,11,3,1,0,37,3,2,1.791759469228055,1.3862943611198906,-13.815510557964274,0.6931471805599453,1,2.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
23,2,541,2,1,5,113,3,1,62,3,1,1,0,7.7501841622578365,9518,3,0,13,3,3,1,3,3,3,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
51,2,432,9,4,1,116,4,1,96,3,1,4,1,7.637716432664798,18725,3,0,23,4,2,2,10,4,3,1.3862943611198906,0.6931471805599453,-13.815510557964274,1.0986122886681098,1,3.6999999999999997,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,2,669,9,2,3,118,3,1,64,2,3,4,2,9.171495588152615,13596,1,0,16,3,4,0,9,3,3,2.1972245773362196,2.0794415416798357,1.3862943611198906,1.9459101490553132,0,3.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
51,2,632,21,4,2,120,3,1,71,3,2,4,2,8.601718146485926,8423,0,1,22,4,4,0,11,2,1,2.302585092994046,1.9459101490553132,0.0,-2.3025850929940455,0,3.6999999999999997,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30,2,1334,4,2,3,121,3,0,63,2,2,2,0,8.558143177745192,19760,1,1,12,3,2,3,11,4,2,2.3978952727983707,2.0794415416798357,0.6931471805599453,1.9459101490553132,0,2.3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32,2,1093,6,4,3,125,2,1,87,3,2,3,2,8.51919119407891,24301,1,0,16,3,1,0,12,0,3,2.3978952727983707,2.0794415416798357,1.6094379124341003,1.9459101490553132,0,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54,2,1217,2,4,5,126,1,0,60,3,3,3,1,9.51406802284643,24001,9,0,12,3,1,1,16,5,1,1.3862943611198906,1.0986122886681098,-13.815510557964274,1.0986122886681098,1,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
24,2,1353,3,2,4,128,1,0,33,3,2,3,1,8.51699317141357,17519,0,0,21,4,1,1,4,2,2,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,3.3000000000000003,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
28,0,120,4,3,3,129,2,1,43,3,2,3,1,8.347827345782498,8863,1,0,15,3,2,0,5,3,4,1.6094379124341003,1.3862943611198906,-13.815510557964274,1.3862943611198906,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
